,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_renovated,sqft_living15,sqft_lot15,price,sale_year,zipcode_1,zipcode_2,zipcode_3,zipcode_4,sale_month_01,sale_month_02,sale_month_03,sale_month_04,sale_month_05,sale_month_06,sale_month_07,sale_month_08,sale_month_09,sale_month_10,sale_month_11,sale_month_12
6250,2,1.5,1620.0,1444.0,2.0,0,0,3,3.0,1080.0,540.0,0,1660.0,1642.0,525000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6251,3,2.25,2620.0,8403.0,2.0,0,0,3,3.0,2620.0,0.0,0,2190.0,7842.0,408000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6252,4,2.5,3710.0,7620.0,2.0,0,0,3,3.0,3710.0,0.0,0,3040.0,7491.0,846450,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6253,3,1.5,1040.0,10323.0,1.0,0,0,4,2.0,1040.0,0.0,0,1580.0,7200.0,411100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6254,5,3.25,3320.0,11340.0,2.0,0,0,4,3.0,2480.0,840.0,0,2330.0,8339.0,409124,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6255,2,1.5,800.0,5192.0,1.0,0,0,5,2.0,800.0,0.0,0,1190.0,5320.0,335950,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6256,5,2.5,2040.0,9597.0,1.0,0,0,4,2.0,1240.0,800.0,0,1800.0,8553.0,480000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6257,2,1.75,1960.0,30144.0,1.0,0,0,3,2.5,980.0,980.0,0,1960.0,10140.0,280000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6258,4,2.5,2670.0,4410.0,2.0,0,0,3,2.5,2670.0,0.0,0,2670.0,4410.0,668000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6259,4,2.5,2930.0,8641.0,2.0,0,0,3,3.0,2930.0,0.0,0,2120.0,11175.0,750000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6260,2,1.0,830.0,4000.0,1.0,0,0,3,1.0,830.0,0.0,0,950.0,4000.0,394475,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6261,3,1.75,2290.0,4320.0,2.0,0,0,3,2.0,1980.0,310.0,0,2870.0,4320.0,848000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6263,3,1.0,1280.0,7572.0,1.0,0,0,4,1.0,1280.0,0.0,0,1985.9880060783676,12729.291474216161,175000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6264,3,1.5,1810.0,6000.0,1.0,0,0,3,3.0,1350.0,460.0,0,2020.0,6000.0,560000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6265,3,2.75,2080.0,13189.0,2.0,0,0,3,3.0,2080.0,0.0,0,2030.0,11847.0,538888,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6266,3,1.75,1680.0,9244.0,2.0,0,0,3,3.0,1680.0,0.0,0,1840.0,9387.0,359000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6267,3,2.25,1660.0,5128.0,2.0,0,0,3,2.0,1660.0,0.0,0,1680.0,4652.0,300000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6269,3,2.5,1420.0,1438.0,2.0,0,0,3,3.0,1788.3689340415656,140.0,0,1490.0,1439.0,670000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6271,3,1.5,1230.0,7620.0,1.0,0,0,3,2.0,910.0,320.0,0,1260.0,4488.0,625000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6272,3,1.0,1260.0,6000.0,1.0,0,0,4,1.0,1260.0,0.0,0,1520.0,6600.0,248000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6273,3,2.5,2060.0,4812.0,2.0,0,0,3,3.0,2060.0,0.0,0,1930.0,5264.0,533000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6274,4,3.5,3090.0,7620.0,1.0,0,0,3,3.0,2190.0,900.0,0,2200.0,7408.0,549950,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6277,2,1.75,1910.0,12142.0,1.0,0,0,3,3.0,1910.0,0.0,0,2580.0,12326.0,435000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6278,3,1.0,1150.0,10000.0,1.0,0,0,3,1.0,1000.0,150.0,0,1985.9880060783676,10000.0,241000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6279,4,2.75,2730.0,3560.0,1.5,0,0,3,3.0,1550.0,1180.0,1,1860.0,3560.0,885000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6280,6,3.0,2890.0,2370.0,2.5,0,0,3,2.0,2290.0,600.0,0,2180.0,2460.0,799200,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6281,3,2.5,2280.0,7620.0,1.5,0,0,4,3.0,1490.0,790.0,0,2100.0,12746.0,760000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6282,2,1.0,1040.0,7620.0,1.0,0,0,3,1.0,1040.0,0.0,0,1380.0,5700.0,270000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6283,4,1.75,2440.0,7475.0,1.0,0,0,4,3.0,2040.0,400.0,0,2040.0,8480.0,675000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6284,3,2.5,1720.0,5940.0,1.0,0,0,4,3.0,1000.0,720.0,0,1985.9880060783676,6136.0,499000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6285,3,2.5,3430.0,28718.0,1.5,0,0,3,3.0,3430.0,0.0,0,3440.0,35021.0,1202500,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6286,4,2.5,2570.0,4865.0,1.5,0,0,3,3.0,2570.0,0.0,0,2570.0,4933.0,320000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6287,4,3.25,4360.0,210254.0,1.0,0,0,3,3.0,2320.0,2040.0,0,2410.0,87120.0,890000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6288,4,2.75,2060.0,7350.0,1.0,0,0,3,2.0,1210.0,850.0,0,1940.0,7420.0,275000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6289,4,2.5,3020.0,8302.0,2.0,0,0,4,3.0,3020.0,0.0,0,3020.0,8406.0,490000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6290,3,2.5,2340.0,7620.0,1.5,0,0,3,2.0,1540.0,800.0,0,1590.0,4200.0,550000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6291,5,2.0,2400.0,9537.0,1.0,0,0,5,2.0,1210.0,1190.0,0,1760.0,12729.291474216161,390000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6292,3,2.25,1610.0,11920.0,1.0,0,0,4,2.0,1110.0,500.0,0,1690.0,11839.0,277000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6293,3,1.75,1090.0,7647.0,1.0,0,0,3,2.0,1090.0,0.0,0,1660.0,12729.291474216161,236000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6295,3,2.25,1670.0,6240.0,1.0,0,0,4,2.5,1240.0,430.0,0,1910.0,7000.0,545000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6296,3,2.5,1850.0,10109.0,2.0,0,0,3,3.0,1850.0,0.0,0,1780.0,9660.0,535000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6298,4,3.0,2330.0,3497.0,2.0,0,0,3,3.0,1920.0,410.0,0,2330.0,5242.0,490000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6299,4,2.5,2020.0,7200.0,1.5,0,0,4,1.0,1788.3689340415656,0.0,0,1440.0,7200.0,319950,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6300,3,1.5,1300.0,7200.0,1.0,0,0,5,2.0,1300.0,0.0,0,2280.0,7200.0,625000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6301,3,1.0,1180.0,6947.0,1.0,0,0,4,2.0,1180.0,0.0,0,1760.0,12729.291474216161,248000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6303,6,2.75,2520.0,9324.0,1.0,0,0,4,2.0,1320.0,1200.0,0,1820.0,11000.0,410000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6304,3,2.5,1680.0,2000.0,3.0,0,0,3,3.0,1680.0,0.0,1,1950.0,5000.0,670000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6305,3,2.5,2000.0,35438.0,2.0,0,0,3,2.0,2000.0,0.0,1,2000.0,51836.0,430000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6306,2,1.0,1180.0,4900.0,1.0,0,0,5,1.0,1180.0,0.0,0,1650.0,7121.0,313000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6307,3,3.25,3330.0,15093.0,2.5,0,0,3,3.0,3330.0,0.0,0,1985.9880060783676,20031.0,950000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6308,2,2.0,1880.0,5400.0,1.5,0,0,3,3.0,1880.0,0.0,0,1985.9880060783676,5400.0,751750,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6309,4,2.5,2990.0,5280.0,2.0,0,0,3,3.0,1788.3689340415656,780.0,0,2990.0,6299.0,760000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6311,4,3.0,3110.0,7231.0,2.0,0,0,3,3.0,3110.0,0.0,0,2820.0,7311.0,367500,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6312,4,2.5,2150.0,5000.0,2.0,0,0,3,3.0,1788.3689340415656,0.0,0,2030.0,6380.0,580000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6313,3,2.25,1900.0,3960.0,1.5,0,0,3,3.0,1200.0,700.0,0,1310.0,3960.0,580000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6314,4,2.5,2720.0,10000.0,2.0,0,0,3,3.0,2720.0,0.0,0,2720.0,10020.0,665000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6315,3,2.25,1560.0,8280.0,2.0,0,0,4,2.0,1560.0,0.0,0,1920.0,8120.0,239950,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6316,4,2.5,1990.0,30083.0,2.0,0,0,3,3.0,1990.0,0.0,0,2220.0,12729.291474216161,470000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6317,3,1.75,1740.0,3060.0,1.0,0,0,5,3.0,950.0,790.0,1,1800.0,3960.0,733000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6318,4,2.0,2130.0,8400.0,1.0,0,0,3,2.0,1350.0,780.0,0,1550.0,8596.0,250000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6319,4,1.75,1510.0,9176.0,1.0,0,0,3,2.0,1510.0,0.0,0,1480.0,9176.0,402000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6320,5,2.25,2100.0,5107.0,2.0,0,0,3,2.0,1410.0,690.0,0,1410.0,5650.0,295000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6321,5,2.5,2344.0,8000.0,1.0,0,0,4,3.0,1560.0,784.0,0,1985.9880060783676,8000.0,355000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6322,3,1.5,1970.0,22486.0,1.0,0,0,4,1.0,1970.0,0.0,0,1850.0,20160.0,289000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6323,3,2.25,1470.0,9140.0,2.0,0,2,3,2.0,1470.0,0.0,0,1400.0,12729.291474216161,376000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6324,2,1.0,940.0,5040.0,1.0,0,0,3,2.0,940.0,0.0,0,940.0,5040.0,212700,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6325,3,1.75,1780.0,13095.0,1.0,0,0,4,3.0,1780.0,0.0,0,2750.0,13095.0,325000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6326,4,2.5,2230.0,5743.0,2.0,0,0,3,2.0,2230.0,0.0,0,2490.0,6300.0,415000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6327,3,2.5,3570.0,15151.0,1.0,0,0,4,3.0,2400.0,1170.0,0,3140.0,14375.0,935000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6328,3,2.5,1920.0,15260.0,2.0,0,0,3,2.0,1920.0,0.0,0,2370.0,15235.0,372000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6330,3,1.75,1880.0,16262.0,1.0,0,0,5,2.0,1880.0,0.0,0,1900.0,7972.0,334950,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6331,4,2.5,2960.0,4640.0,2.0,0,0,3,3.0,2960.0,0.0,0,2750.0,4623.0,426500,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6332,2,1.75,1840.0,14874.0,1.0,0,2,3,3.0,1300.0,540.0,0,2920.0,12729.291474216161,430000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6333,3,1.5,1890.0,6183.0,1.0,0,0,3,2.0,1090.0,800.0,0,1750.0,6183.0,400000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6334,3,2.25,1820.0,6000.0,1.0,0,0,4,2.0,1120.0,700.0,0,1970.0,6232.0,455850,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6335,4,3.5,4370.0,8510.0,2.0,0,1,3,3.0,3610.0,760.0,0,2960.0,10347.0,1965221,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6336,3,1.75,1530.0,10731.0,1.0,0,0,3,2.0,1530.0,0.0,0,1985.9880060783676,12593.0,400000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6337,3,1.0,1030.0,10480.0,1.0,0,0,4,2.0,1030.0,0.0,0,1480.0,12200.0,397500,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6339,5,1.5,1730.0,9230.0,1.0,0,0,3,2.0,1010.0,720.0,0,1730.0,9230.0,287000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6343,3,2.5,1600.0,2244.0,2.0,0,0,3,2.0,1600.0,0.0,0,1600.0,1700.0,260000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6344,4,1.0,1480.0,12675.0,1.5,0,0,4,2.0,1788.3689340415656,0.0,0,1820.0,7995.0,505000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6345,2,1.0,700.0,4800.0,1.0,0,0,3,2.0,700.0,0.0,0,1440.0,4800.0,260000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6346,2,1.0,700.0,4800.0,1.0,0,0,3,2.0,700.0,0.0,0,1440.0,4800.0,430000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6347,4,2.25,3520.0,12193.0,2.0,0,0,3,3.0,3520.0,0.0,0,3470.0,12729.291474216161,905000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6348,3,2.25,1650.0,6408.0,2.0,0,0,4,3.0,1650.0,0.0,0,1750.0,6402.0,440000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6349,4,1.0,1920.0,5500.0,1.5,0,0,3,2.0,1360.0,0.0,0,1530.0,5790.0,439500,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6350,3,2.0,1350.0,6696.0,1.0,0,0,5,1.0,680.0,670.0,0,1350.0,6700.0,270000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6352,3,2.0,1470.0,7620.0,2.0,0,0,3,3.0,1310.0,160.0,0,1470.0,2288.0,380000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6353,4,1.75,1610.0,9652.0,1.0,0,0,5,2.0,1610.0,0.0,0,1220.0,9800.0,215000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6354,2,1.0,810.0,6150.0,1.0,0,0,3,2.5,810.0,0.0,0,1080.0,12729.291474216161,299900,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6355,4,3.5,2820.0,7809.0,2.0,0,0,3,3.0,2820.0,0.0,0,2630.0,7904.0,1450000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6357,4,2.5,1830.0,7345.0,1.0,0,0,4,3.0,1540.0,290.0,0,1990.0,7700.0,494000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6358,4,1.5,1730.0,7700.0,1.0,0,0,4,2.0,1010.0,720.0,0,1650.0,12729.291474216161,317500,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6359,4,2.5,2110.0,7291.0,1.5,0,0,4,2.0,2110.0,0.0,0,2350.0,8625.0,670000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6360,3,2.5,3060.0,7831.0,2.0,0,2,3,3.0,3060.0,0.0,0,3140.0,7438.0,650000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6361,3,2.5,2620.0,7328.0,2.0,0,0,3,3.0,2620.0,0.0,0,1670.0,5080.0,852000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6363,3,1.5,1400.0,10853.0,1.0,0,0,4,2.0,1400.0,0.0,0,1620.0,10849.0,264950,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6364,2,2.0,1540.0,6804.0,1.5,0,0,5,2.0,1020.0,520.0,0,1380.0,6930.0,582500,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6365,3,2.5,1540.0,1564.0,2.0,0,0,3,2.0,1300.0,240.0,0,1540.0,2875.0,384000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6366,3,2.25,2310.0,3360.0,1.5,0,0,3,3.0,1790.0,520.0,0,1930.0,4320.0,817000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6367,4,1.75,1920.0,9520.0,1.0,0,0,4,2.0,1730.0,0.0,0,1550.0,11211.0,320000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6368,4,2.25,2070.0,7620.0,1.0,0,0,3,3.0,1470.0,600.0,0,2140.0,12729.291474216161,445800,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6369,2,1.0,900.0,4500.0,1.0,0,0,3,2.0,900.0,0.0,0,1175.0,5320.0,263300,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6370,3,1.0,860.0,6635.0,1.0,0,0,3,1.0,860.0,0.0,0,1985.9880060783676,8000.0,215000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6371,5,4.0,2980.0,4500.0,1.5,0,0,3,2.0,2070.0,910.0,0,1560.0,4225.0,842500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6372,5,4.0,2980.0,4500.0,1.5,0,0,3,2.0,2070.0,910.0,0,1560.0,4225.0,850000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6373,5,2.5,2740.0,12413.0,2.0,0,0,3,2.0,2740.0,0.0,0,1900.0,7416.0,386000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6374,4,2.5,1790.0,5257.0,2.0,0,0,3,2.0,1790.0,0.0,0,1680.0,5320.0,251100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6375,3,2.25,1750.0,16748.0,1.0,0,0,3,2.0,1330.0,420.0,0,1750.0,16050.0,435000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6376,4,4.0,3610.0,12811.0,2.0,0,0,3,3.0,3610.0,0.0,0,3530.0,11783.0,870000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6377,6,1.0,1430.0,20620.0,2.0,0,0,3,2.0,1430.0,0.0,0,2450.0,10080.0,800000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6378,3,1.75,1570.0,15500.0,1.0,0,0,4,2.0,1570.0,0.0,0,1610.0,7500.0,555000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6379,2,1.0,2280.0,37500.0,2.0,0,0,3,2.0,2280.0,0.0,0,2360.0,6000.0,280000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6382,4,2.25,2260.0,11900.0,2.0,0,0,3,3.0,2260.0,0.0,0,2470.0,11900.0,605000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6383,5,2.0,2000.0,4211.0,1.5,0,2,4,2.0,1280.0,720.0,0,1680.0,4000.0,690500,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6384,2,1.75,1440.0,4225.0,1.0,0,0,3,3.0,1440.0,0.0,0,1680.0,6200.0,437000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6385,5,2.0,2310.0,13430.0,1.5,0,0,3,3.0,1788.3689340415656,0.0,0,2810.0,13906.0,850000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6388,3,2.25,1830.0,25641.0,2.0,0,0,3,3.0,1830.0,0.0,0,1500.0,25641.0,379500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6389,5,4.5,4440.0,9784.0,2.0,0,0,3,3.0,4440.0,0.0,0,2720.0,10080.0,600000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6390,3,3.5,1920.0,16582.0,2.0,0,3,4,4.0,3930.0,1040.0,0,3580.0,13335.0,1436000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6392,4,2.5,4940.0,10037.0,1.0,0,4,3,3.0,3450.0,1490.0,0,2430.0,9272.0,800000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6393,2,2.0,1980.0,6000.0,1.5,0,0,5,2.0,1220.0,760.0,0,1280.0,3900.0,549000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6394,3,2.5,1560.0,9600.0,1.0,0,0,3,2.0,1210.0,350.0,0,2070.0,9600.0,324950,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6395,2,1.0,870.0,7620.0,1.0,0,0,3,2.5,870.0,0.0,0,1100.0,12729.291474216161,170000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6396,3,1.0,840.0,6500.0,1.0,0,0,5,1.0,840.0,0.0,0,870.0,5200.0,178000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6397,3,1.0,1250.0,8314.0,1.0,0,0,3,1.0,1250.0,0.0,0,1188.0,7700.0,144000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6398,4,2.75,3120.0,20031.0,1.0,0,2,4,3.0,1980.0,1140.0,1,3330.0,18777.0,1580000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6399,2,1.0,750.0,7620.0,1.0,0,0,3,1.0,750.0,0.0,0,1100.0,8777.0,258000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6400,3,1.75,710.0,5050.0,1.0,0,0,4,1.0,710.0,0.0,0,900.0,12729.291474216161,345000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6402,5,2.5,3750.0,91681.0,2.0,1,4,3,3.0,3750.0,0.0,0,3540.0,24293.0,2903000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6403,3,2.25,980.0,7790.0,1.0,0,0,5,2.0,980.0,0.0,0,1390.0,7280.0,350000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6404,3,1.75,1590.0,11276.0,1.0,0,0,4,2.0,1590.0,0.0,0,1750.0,10687.0,225500,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6406,3,1.75,1750.0,9623.0,1.0,0,0,3,2.0,1150.0,600.0,0,1820.0,9623.0,279000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6407,3,1.0,1460.0,8227.0,1.0,0,0,3,1.0,880.0,580.0,0,1985.9880060783676,8128.0,470000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6408,3,1.75,1540.0,4800.0,1.0,0,0,4,1.0,770.0,770.0,0,1510.0,4080.0,565000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6409,3,2.0,1920.0,6800.0,1.0,0,1,4,2.5,1380.0,1180.0,0,1780.0,6800.0,695000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6410,3,1.75,1660.0,37642.0,1.0,0,0,4,2.0,1660.0,0.0,0,2070.0,54450.0,315000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6411,3,2.5,1880.0,4499.0,2.0,0,0,3,2.5,1880.0,0.0,0,2130.0,5114.0,529000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6412,5,2.25,3500.0,101494.0,1.5,0,0,3,3.0,3500.0,0.0,1,3250.0,38636.0,750000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6413,3,2.25,1840.0,10500.0,2.0,0,0,3,2.0,1840.0,0.0,0,1840.0,7374.0,481500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6414,3,2.0,1060.0,7412.0,1.0,0,0,3,2.0,1060.0,0.0,0,1080.0,7093.0,211000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6415,3,2.25,1790.0,7500.0,1.0,0,0,3,2.0,1390.0,400.0,0,1940.0,7192.0,455000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6417,4,3.5,1920.0,5100.0,2.0,0,0,3,3.0,1820.0,780.0,0,2000.0,6720.0,722500,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6418,4,2.5,3230.0,19193.0,1.0,0,3,4,3.0,2000.0,1230.0,0,3230.0,13420.0,795000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6419,4,2.25,2240.0,9600.0,2.0,0,0,3,3.0,2240.0,0.0,0,2050.0,9240.0,327500,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6420,4,3.0,3400.0,5100.0,2.0,0,0,3,3.0,3400.0,0.0,0,3400.0,5672.0,585000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6421,4,2.0,3140.0,10875.0,1.0,0,0,3,2.0,1940.0,1200.0,1,3300.0,10080.0,775000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6423,4,2.75,2320.0,12368.0,1.0,0,0,3,3.0,1670.0,650.0,0,2070.0,9575.0,445000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6424,3,1.75,1370.0,5858.0,1.0,0,0,3,2.0,1370.0,0.0,0,1400.0,7500.0,257950,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6425,5,1.75,2230.0,7560.0,1.0,0,0,3,2.0,1230.0,1000.0,0,1380.0,6570.0,375000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
